Geneid	HSC_20d_IL1_3	HSC_20d_IL1_4	HSC_20d_ctrl_3	HSC_20d_ctrl_4	HSC_20d_ctrl_1_E061316	HSC_20d_ctrl_2_E061316	HSC_20d_IL1_1_E061316	HSC_20d_IL1_2_E061316
Ntn5	0	0	0	0	0	0	0	0
Ntng1	0	0	0	0	0	0	0	4
Ntng2	22	13	8	8	19	3	17	17
Ntpcr	643	603	1094	971	782	799	805	835
Ntrk1	2	0	0	5	0	0	0	0
Ntrk2	0	0	0	0	0	0	0	0
Ntrk3	0	0	0	0	0	0	0	0
Nts	0	0	0	0	0	0	0	0
Ntsr1	0	0	3	0	0	0	0	0
Ntsr2	0	0	0	0	0	0	0	0
Nuak1	3	1	12	1	16	7	0	7
Nuak2	1275	1318	802	666	657	653	1174	1346
Nub1	2311	2597	2465	1888	1876	2578	2558	2570
Nubp1	933	1129	1469	1088	938	1073	1141	1705
Nubp2	1937	2298	3220	2457	2159	2593	2575	3311
Nubpl	334	325	434	348	328	385	423	534
Nucb1	14811	16847	19758	15635	14317	15615	19065	18283
Nucb2	67	24	126	120	49	86	55	85
Nucks1	4756	4243	6494	4183	4763	5520	6606	7047
Nudc	7305	6887	11000	10149	8018	9027	9042	9788
Nudcd1	645	734	1145	750	1206	1208	1401	1189
Nudcd2	1102	1164	2071	1695	1410	1429	1464	1904
Nudcd3	2437	3061	3487	2667	2722	3654	3049	3470
Nudt1	700	707	911	942	568	780	887	951
Nudt10	10	4	21	8	19	8	7	14
Nudt11	43	18	46	50	20	31	33	25
Nudt12	341	455	526	275	473	529	621	598
Nudt12os	0	0	0	0	0	0	0	0
Nudt13	689	764	844	589	548	585	527	701
Nudt14	716	838	1028	962	856	813	1106	1185
Nudt15	55	43	70	59	41	51	84	52
Nudt16	1282	1562	1555	1315	1263	1427	1614	1653
Nudt16l1	2088	2515	3511	2807	2380	2679	2946	2983
Nudt17	22	25	13	11	21	14	4	45
Nudt18	1044	1144	1049	917	781	838	1101	1261
Nudt19	1399	1383	2327	2053	1643	1764	2286	2109
Nudt2	387	364	639	540	430	438	506	604
Nudt21	419	441	581	473	428	538	651	664
Nudt22	347	334	355	350	258	294	382	383
Nudt3	0	0	0	0	0	0	0	0
Nudt4	1353	1573	1886	1265	1809	2429	2158	2205
Nudt5	1472	1597	2203	1777	1748	1945	2307	2667
Nudt6	288	316	384	362	264	401	320	333
Nudt7	881	1074	966	683	743	908	1366	1229
Nudt8	444	496	671	616	420	398	414	503
Nudt9	1393	1536	2046	1617	1587	1902	1815	2122
Nuf2	1939	1688	1633	1308	1494	1687	2408	2750
Nufip1	990	1137	1566	1275	1240	1522	1287	1283
Nufip2	2169	1923	3477	1676	2682	2318	2469	2558
Nuggc	0	0	0	0	0	2	5	0
Numa1	11509	12775	10458	7994	11189	13562	10382	11551
Numb	530	783	739	400	688	745	677	798
Numbl	289	364	419	189	261	280	260	319
Nup107	2138	2849	3116	2129	2862	3249	3308	3715
Nup133	2307	2568	3415	2401	2875	3343	3208	3522
Nup153	2729	2935	3446	2689	3588	4132	3724	3519
Nup155	1771	1852	2163	1188	2302	2664	2647	2490
Nup160	2456	2679	3777	1368	3246	3655	3940	3775
Nup188	1750	1882	2637	1577	2038	2427	2146	2802
Nup205	2281	3307	3319	1778	3568	4708	4241	5046
Nup210	9494	10920	10431	6883	10805	12058	12910	14517
Nup210l	126	82	125	61	76	59	40	69
Nup214	2319	2910	3132	1942	2858	3724	3080	3410
Nup35	201	204	272	234	210	208	248	256
Nup37	1130	1227	1738	1461	1300	1335	1648	2060
Nup43	286	328	578	450	542	476	661	599
Nup50	2845	3001	4055	2676	3730	4169	3843	4578
Nup54	1080	1283	1660	1106	1439	1726	1677	1898
Nup62	4641	5245	7219	5936	5347	6534	7074	7933
Nup62cl	1	1	0	0	12	0	0	0
Nup85	3813	4332	6018	5286	4539	5030	5914	6260
Nup88	114	142	156	96	123	129	143	131
Nup93	1809	1913	3217	2081	2464	2944	3204	3814
Nup98	2069	2336	2502	1751	2783	3119	2719	3003
Nupl1	1500	1650	2367	1127	2019	2388	2321	2452
Nupl2	492	487	585	474	476	473	589	685
Nupr1	545	609	753	894	507	535	787	907
Nupr1l	79	89	52	42	55	55	102	73
Nus1	1033	1077	1532	911	1086	1422	1305	1333
Nusap1	4066	3216	3282	2070	2725	3433	4670	4696
Nutf2	1215	1173	2382	1775	1643	1850	1908	2037
Nutf2-ps1	39	19	43	38	35	23	35	39
Nutf2-ps2	1	1	0	0	0	0	0	0
Nutm1	0	0	0	0	0	0	0	0
Nutm2	0	0	0	0	0	0	0	0
Nvl	1744	1940	2624	1733	2061	1877	2227	1956
Nwd1	2831	3473	2444	1848	2222	2544	2327	2532
Nwd2	0	0	0	0	0	0	0	0
Nxf1	7056	6235	8371	4763	5599	5679	6219	6348
Nxf2	49	80	14	36	48	26	42	161
Nxf3	0	0	0	0	0	0	0	0
Nxf7	4	2	6	0	0	0	0	0
Nxn	354	385	587	571	440	419	444	479
Nxnl1	13	33	14	4	3	5	20	11
Nxnl2	136	148	104	161	101	126	130	141
Nxpe2	59	87	115	87	47	109	120	154
Nxpe3	790	962	965	798	735	878	913	927
Nxpe4	25	33	23	30	19	38	7	53
Nxpe5	294	384	400	240	220	255	484	576
Nxph1	8	11	5	4	28	22	43	14
Nxph2	0	0	0	0	0	0	0	0
Nxph3	0	0	0	0	0	0	0	0
Nxph4	0	0	1	0	1	2	2	0
Nxt1	1409	1574	1942	2060	1474	1719	2120	2340
Nxt2	355	434	476	279	349	446	649	526
Nyap1	26	0	25	11	15	12	22	19
Nyap2	0	0	0	0	0	0	0	0
Nynrin	2781	3037	3026	1714	2542	3085	3007	3325
Nyx	1	5	3	2	12	2	1	4
Oacyl	0	0	0	0	0	0	0	0
Oaf	275	318	350	425	379	355	262	378
Oard1	1278	1344	1655	1384	1099	1268	1801	2076
Oas1a	1177	1479	1611	1417	1182	1329	1829	1992
Oas1b	196	193	202	206	228	211	217	219
Oas1c	293	379	276	265	209	261	323	534
Oas1d	0	0	0	0	0	0	0	0
Oas1e	0	0	0	0	0	0	0	0
Oas1f	0	0	0	0	0	0	0	0
Oas1g	240	305	420	355	230	261	314	374
Oas1h	0	2	0	0	0	0	0	0
Oas2	912	918	940	543	625	574	838	567
Oas3	810	1055	1154	672	946	1172	1086	1069
Oasl1	359	332	429	372	337	350	478	325
Oasl2	3209	3213	4971	3355	3311	3556	3439	3591
Oat	2673	3068	3890	2892	3042	3513	4040	4145
Oat-rs1	0	0	0	0	0	0	0	0
Oaz1	8573	9086	11993	12120	8227	9526	11318	12730
Oaz1-ps	133	141	199	188	120	153	231	226
Oaz2	1871	2193	2541	2085	1630	2080	2248	2424
Oaz3	0	1	5	6	9	0	3	2
Obfc1	297	406	370	221	250	368	503	513
Obox1	0	0	0	0	0	0	0	0
Obox2	0	0	0	0	0	0	0	0
Obox3	0	0	0	0	0	0	0	0
Obox3-ps1	0	0	0	0	0	0	0	0
Obox3-ps2	0	0	0	0	0	0	0	0
Obox3-ps3	0	0	0	0	0	0	0	0
Obox3-ps4	0	0	0	0	0	0	0	0
Obox3-ps5	0	0	0	0	0	0	0	0
Obox3-ps6	0	0	0	0	0	0	0	0
Obox3-ps8	0	0	0	0	0	0	0	0
Obox5	0	0	0	0	0	0	0	0
Obox6	0	0	0	0	0	0	0	0
Obox6-ps1	0	0	0	0	0	0	0	0
Obox7	0	0	0	0	0	0	0	0
Obp1a	0	0	0	0	0	0	0	0
Obp1b	0	0	0	0	0	0	0	0
Obp2a	0	0	0	0	0	0	0	0
Obp2b	0	0	0	0	0	0	0	1
Obscn	386	550	980	1274	837	1007	596	669
Obsl1	2071	2567	4147	3091	3281	3487	2174	2519
Oc90	0	0	0	0	0	0	0	0
Oca2	0	0	0	0	0	0	0	0
Ocel1	581	671	580	656	450	520	532	587
Ociad1	4239	4579	6390	5350	5030	6008	5986	6582
Ociad2	792	993	1134	863	718	850	1362	1286
Ocln	150	218	403	145	326	398	293	321
Ocm	0	0	0	0	0	0	3	0
Ocrl	4287	5009	4997	2838	3524	4189	4842	3971
Ocstamp	0	0	0	0	0	0	0	0
Odam	0	0	0	0	0	0	0	0
Odc1	2829	3249	5627	4319	4546	4868	4370	5278
Odf1	0	0	0	0	0	0	0	0
Odf2	3779	4167	4276	2766	2752	3194	3764	4210
Odf2l	704	745	726	335	470	476	702	657
Odf3	0	0	0	0	0	0	0	0
Odf3b	931	958	1048	902	538	670	685	675
Odf3l1	0	0	0	0	4	3	0	0
Odf3l2	0	0	0	0	0	0	0	0
Odf4	0	0	0	0	0	0	0	0
Ofcc1	0	0	0	0	0	0	0	0
Ofd1	723	687	858	434	546	575	677	852
Ogdh	7646	8680	9681	6140	8742	10316	11167	12785
Ogdhl	7	16	0	0	3	12	8	17
Ogfod1	344	440	435	298	345	478	480	420
Ogfod2	917	1135	1127	1017	813	776	1019	1197
Ogfod3	501	508	957	824	711	777	798	791
Ogfr	2760	3143	3486	3692	2978	3498	3316	3611
Ogfrl1	4715	4785	6208	4323	4191	4625	5377	5612
Ogg1	363	478	633	535	383	418	516	534
Ogn	16	17	21	0	22	12	26	3
Ogt	8404	9286	10187	6526	7490	6317	7244	5280
Oip5	425	425	510	412	360	443	698	728
Oit1	3	0	13	0	0	0	0	0
Oit3	0	3	0	0	0	2	7	10
Ola1	925	912	2281	1586	1270	1353	1617	1836
Olah	0	0	0	0	0	0	0	0
Olfm1	25	49	3	35	19	15	44	22
Olfm2	14	12	28	7	7	13	10	11
Olfm3	0	0	0	0	0	0	0	0
Olfm4	82	0	0	0	0	0	0	0
Olfm5	106	155	55	60	55	85	200	172
Olfml1	1	0	0	4	12	0	0	0
Olfml2a	12	0	6	0	0	2	8	4
Olfml2b	39	9	6	10	0	7	15	38
Olfml3	9	19	17	5	9	2	25	17
Olfr1	0	0	0	0	0	0	0	0
Olfr10	0	0	0	0	0	0	0	0
Olfr100	0	0	0	0	0	0	0	0
Olfr1000	0	0	0	0	0	0	0	0
Olfr1002	0	0	0	0	0	0	0	0
Olfr1006	0	0	0	0	0	0	0	0
Olfr1008	0	0	0	0	0	0	0	0
Olfr1009	0	0	0	0	0	0	0	0
Olfr101	0	0	0	0	0	0	0	0
Olfr1010	0	0	0	0	0	0	0	0
Olfr1012	0	0	0	0	0	0	0	0
Olfr1013	0	0	0	0	0	0	0	0
Olfr1014	0	0	0	0	0	0	0	0
Olfr1015	0	0	0	0	0	0	0	0
Olfr1016	0	0	0	0	0	0	0	0
Olfr1018	0	0	0	0	0	0	0	0
Olfr1019	0	0	0	0	0	0	0	0
Olfr102	0	0	0	0	0	0	0	0
Olfr1020	0	0	0	0	0	0	0	0
Olfr1022	0	0	0	0	0	0	0	0
Olfr1023	0	0	0	0	0	0	0	0
Olfr1024	0	0	0	0	0	0	0	0
Olfr1026	0	0	0	0	0	0	0	0
Olfr1027-ps1	0	0	0	0	0	0	0	0
Olfr1028	0	0	0	0	0	0	0	0
Olfr1029	0	0	0	0	0	0	0	0
Olfr103	0	0	0	0	0	0	0	0
Olfr1030	0	0	0	0	0	0	0	0
Olfr1031	0	0	0	0	0	0	0	0
Olfr1032	0	0	0	0	0	0	0	0
Olfr1033	5	1	2	3	0	1	3	10
Olfr1034	0	0	0	0	0	0	0	0
Olfr1036	0	0	0	0	0	0	0	0
Olfr1037	0	0	0	0	0	0	0	0
Olfr1038-ps	0	0	0	0	0	0	0	0
Olfr1039	0	0	0	0	0	0	0	0
Olfr1040	0	0	0	0	0	0	0	0
Olfr1042	0	0	0	0	0	0	0	0
Olfr1043	0	0	0	0	0	0	0	0
Olfr1044	0	0	0	0	0	0	0	0
Olfr1045	0	0	0	0	0	0	0	0
Olfr1046	0	0	0	0	0	1	0	0
Olfr1047	0	0	0	0	0	0	0	0
Olfr1048	0	0	0	0	0	0	0	0
Olfr1049	0	0	0	0	0	0	0	0
Olfr1050-ps1	0	0	0	0	0	0	0	0
Olfr1051	0	0	0	0	0	0	0	0
Olfr1052	0	0	0	0	0	0	0	0
Olfr1053	0	0	0	0	0	0	0	0
Olfr1054	0	0	0	0	0	0	0	0
Olfr1055	0	0	0	0	0	0	0	0
Olfr1056	0	0	0	0	0	0	0	0
Olfr1057	0	0	0	0	0	0	0	0
Olfr1058	0	0	0	0	0	0	0	0
Olfr1060-ps1	0	0	0	0	0	0	0	0
Olfr1061	0	0	0	0	0	0	0	0
Olfr1062	0	0	0	0	0	0	0	0
Olfr1063-ps1	0	0	0	0	0	0	0	0
Olfr1065	0	0	0	0	0	0	0	0
Olfr1066	0	0	0	0	0	0	0	0
Olfr107	0	0	0	0	0	0	0	0
Olfr1076	0	0	0	0	0	0	0	0
Olfr1077-ps1	0	0	0	0	0	0	0	0
Olfr1079	0	0	0	0	0	0	0	0
Olfr108	0	0	0	0	0	0	0	0
Olfr1080	0	0	0	0	0	0	0	0
Olfr1082	0	0	0	0	0	0	0	0
Olfr1084	0	0	0	0	0	0	0	0
Olfr1085	0	0	0	0	0	0	0	0
Olfr1086	0	0	0	0	0	0	0	0
Olfr1087	0	0	0	0	0	0	0	0
Olfr1089	0	0	0	0	0	0	0	0
Olfr109	0	0	0	0	0	0	0	0
Olfr1090	0	0	0	0	0	0	0	0
Olfr1093	0	0	0	0	0	0	0	0
Olfr1094	0	0	0	0	0	0	0	0
Olfr1095	0	0	0	0	0	0	0	0
Olfr1097	0	0	0	0	0	0	0	0
Olfr1098	0	0	0	0	0	0	0	0
Olfr1099	0	0	0	0	0	0	0	0
Olfr11	0	0	0	0	0	0	0	0
Olfr110	0	0	0	0	0	0	0	0
Olfr1100	0	0	0	0	0	0	0	0
Olfr1101	0	0	0	0	0	0	0	0
Olfr1102	0	0	0	0	0	0	0	0
Olfr1104	0	0	0	0	0	0	0	0
Olfr1105	0	0	0	0	0	0	0	0
Olfr1106	0	0	0	0	0	0	0	0
Olfr1107	0	0	0	0	0	0	0	0
Olfr1109	0	0	0	0	0	0	0	0
Olfr111	0	0	0	0	0	0	0	0
Olfr1110	0	0	0	0	0	0	0	0
Olfr1111	0	0	0	0	0	0	0	0
Olfr1112	0	0	0	0	0	0	0	0
Olfr1113	0	0	0	0	0	0	0	0
Olfr1115	0	0	0	0	0	0	0	0
Olfr1116	0	0	0	0	0	0	0	0
Olfr1118	0	0	0	0	0	0	0	0
Olfr112	0	0	0	0	0	0	0	0
Olfr1120	0	0	0	0	0	0	0	0
Olfr1121	0	0	0	0	0	0	0	0
Olfr1122	0	0	0	0	0	0	0	0
Olfr1123	0	0	0	0	0	0	0	0
Olfr1124	0	0	0	0	0	0	0	0
Olfr1126	0	0	0	0	0	0	0	0
Olfr1128	0	0	0	0	0	0	0	0
Olfr1129	0	0	0	0	0	0	0	0
Olfr113	0	0	0	0	0	0	0	0
Olfr1130	0	0	0	0	0	0	0	0
Olfr1131	0	0	0	0	0	0	0	0
Olfr1132	0	0	0	0	0	0	0	0
Olfr1133	0	0	0	0	0	0	0	0
Olfr1134	0	0	0	0	0	0	0	0
Olfr1135	0	0	0	0	0	0	0	0
Olfr1136	0	0	0	0	0	0	0	0
Olfr1137	0	0	0	0	0	0	0	0
Olfr1138	0	0	0	0	0	0	0	0
Olfr114	0	0	0	0	0	0	0	0
Olfr1140	0	0	0	0	0	0	0	0
Olfr1141	0	0	0	0	0	0	0	0
Olfr1143	0	0	0	0	0	0	0	0
Olfr1145	0	0	0	0	0	0	0	0
Olfr1148	0	0	0	0	0	0	0	0
Olfr115	0	0	0	0	0	0	0	0
Olfr1151	0	0	0	0	0	0	0	0
Olfr1152	0	0	0	0	0	0	0	0
Olfr1153	0	0	0	0	0	0	0	0
Olfr1154	0	0	0	0	0	0	0	0
Olfr1155	0	0	0	0	0	0	0	0
Olfr1156	0	0	0	0	0	0	0	0
Olfr1157	0	0	0	0	0	0	0	0
Olfr1158	0	0	0	0	0	0	0	0
Olfr1159-ps1	0	0	0	0	0	0	0	0
Olfr116	0	0	0	0	0	0	0	0
Olfr1160	0	0	0	0	0	0	0	0
Olfr1161	0	0	0	0	0	0	0	0
Olfr1162	0	0	0	0	0	0	0	0
Olfr1163	0	0	0	0	0	0	0	0
Olfr1164	0	0	0	0	0	0	0	0
Olfr1166	0	0	0	0	0	0	0	0
Olfr1167	0	0	0	0	0	0	0	0
Olfr1168	0	0	0	0	0	0	0	0
Olfr117	0	0	0	0	0	0	0	0
Olfr1170	0	0	0	0	0	0	0	0
Olfr1173	0	0	0	0	0	0	0	0
Olfr1174-ps	0	0	0	0	0	0	0	0
Olfr1175-ps	0	0	0	0	0	0	0	0
Olfr1176	0	0	0	0	0	0	0	0
Olfr1178	0	0	0	0	0	0	0	0
Olfr1179	0	0	0	0	0	0	0	0
Olfr118	0	0	0	0	0	0	0	0
Olfr1180	0	0	0	0	0	0	0	0
Olfr1181	0	0	0	0	0	0	0	0
Olfr1182	0	0	0	0	0	0	0	0
Olfr1183	0	0	0	0	0	0	0	0
Olfr1184	0	0	0	0	0	0	0	0
Olfr1185-ps1	0	0	0	0	0	0	0	0
Olfr1186	0	0	0	0	0	0	0	0
Olfr1188	0	0	0	0	0	0	0	0
Olfr1189	0	0	0	0	0	0	0	0
Olfr119	0	0	0	0	0	0	0	0
Olfr1193	0	0	0	0	0	0	0	0
Olfr1195	0	0	0	0	0	0	0	0
Olfr1196	0	0	0	0	0	0	0	0
Olfr1197	0	0	0	0	0	0	0	0
Olfr1198	0	0	0	0	0	0	0	0
Olfr1199	0	0	0	0	0	0	0	0
Olfr12	0	0	0	0	0	0	0	0
Olfr120	0	0	0	0	0	0	0	0
Olfr1200	0	0	0	0	0	0	0	0
Olfr1201	0	0	0	0	0	0	0	0
Olfr1202	0	0	0	0	0	0	0	0
Olfr1204	0	0	0	0	0	0	0	0
Olfr1205	0	0	0	0	0	0	0	0
Olfr1206	0	0	0	0	0	0	0	0
Olfr1208	0	0	0	0	0	0	0	0
Olfr1209	0	0	0	0	0	0	0	0
Olfr121	0	0	0	0	0	0	0	0
Olfr1211	0	0	0	0	0	0	0	0
Olfr1212	0	0	0	0	0	0	0	0
Olfr1213	0	0	0	0	0	0	0	0
Olfr1214	0	0	0	0	0	0	0	0
Olfr1215	0	0	0	0	0	0	0	0
Olfr1216	0	0	0	0	0	0	0	0
Olfr1217	0	0	0	0	0	0	0	0
Olfr1218	0	0	0	0	0	0	0	0
Olfr1219	0	0	0	0	0	0	0	0
Olfr122	0	0	0	0	0	0	0	0
Olfr1220	0	0	0	0	0	0	0	0
Olfr1221	0	0	0	0	0	0	0	0
Olfr1222	0	0	0	0	0	0	0	0
Olfr1223	0	0	0	0	0	0	0	0
Olfr1225	0	0	0	0	0	0	0	0
Olfr1226	0	0	0	0	0	0	0	0
Olfr1228	0	0	0	0	0	0	0	0
Olfr1229	0	0	0	0	0	0	0	0
Olfr123	0	0	0	0	0	0	0	0
Olfr1230	0	0	0	0	0	0	0	0
Olfr1231	0	0	0	0	0	0	0	0
Olfr1232	0	0	0	0	0	0	0	0
Olfr1233	0	0	0	0	0	0	0	0
Olfr1234	0	0	0	0	0	0	0	0
Olfr1238	0	0	0	0	0	0	0	0
Olfr1239	0	0	0	0	0	0	0	0
Olfr124	0	0	0	0	0	0	0	0
Olfr1240	0	0	0	0	0	0	0	0
Olfr1241	0	0	0	0	0	0	0	0
Olfr1242	0	0	0	0	0	0	0	0
Olfr1243	0	0	0	0	0	0	0	0
Olfr1245	0	0	0	0	0	0	0	0
Olfr1246	0	0	0	0	0	0	0	0
Olfr1247	0	0	0	0	0	0	0	0
Olfr1248	0	0	0	0	0	0	0	0
Olfr1249	0	0	0	0	0	0	0	0
Olfr125	0	0	0	0	0	0	0	0
Olfr1250	0	0	0	0	0	0	0	0
Olfr1251	0	0	0	0	0	0	0	0
Olfr1252	0	0	0	0	0	0	0	0
Olfr1253	0	0	0	0	0	0	0	0
Olfr1254	0	0	0	0	0	0	0	0
Olfr1255	0	0	0	0	0	0	0	0
Olfr1256	0	0	0	0	0	0	0	0
Olfr1257	0	0	0	0	0	0	0	0
Olfr1258	0	0	0	0	0	0	0	0
Olfr1259	0	0	0	0	0	0	0	0
Olfr126	0	0	0	0	0	0	0	0
Olfr1260	0	0	0	0	0	0	0	0
Olfr1261	0	0	0	0	0	0	0	0
Olfr1262	0	0	0	0	0	0	0	0
Olfr1263	0	0	0	0	0	0	0	0
Olfr1264	0	0	0	0	0	0	0	0
Olfr1265	0	0	0	0	0	0	0	0
Olfr1269	0	0	0	0	0	0	0	0
Olfr127	0	0	0	0	0	0	0	0
Olfr1270	0	0	0	0	0	0	0	0
Olfr1271	0	0	0	0	0	0	0	0
Olfr1272	0	0	0	0	0	0	0	0
Olfr1273-ps	0	0	0	0	0	0	0	0
Olfr1274-ps	0	0	0	0	0	0	0	0
Olfr1275	0	0	0	0	0	0	0	0
Olfr1276	0	0	0	0	0	0	0	0
Olfr1277	0	0	0	0	0	0	0	0
Olfr1278	0	0	0	0	0	0	0	0
Olfr1279	0	0	0	0	0	0	0	0
Olfr128	0	0	0	0	0	0	0	0
Olfr1280	0	0	0	0	0	0	0	0
Olfr1281	0	0	0	0	0	0	0	0
Olfr1282	0	0	0	0	0	0	0	0
Olfr1283	0	0	0	0	0	0	0	0
Olfr1284	0	0	0	0	0	0	0	0
Olfr1285	0	0	0	0	0	0	0	0
Olfr1286	0	0	0	0	0	0	0	0
Olfr1287	0	0	0	0	0	0	0	0
Olfr1288	0	0	0	0	0	0	0	0
Olfr1289	0	0	0	0	0	0	0	0
Olfr129	0	0	0	0	0	0	0	0
Olfr1290	0	0	0	0	0	0	0	0
Olfr1292-ps1	0	0	0	0	0	0	0	0
Olfr1294	0	0	0	0	0	0	0	0
Olfr1295	0	0	0	0	0	0	0	0
Olfr1296-ps1	0	0	0	0	0	0	0	0
Olfr1297	0	0	0	0	0	0	0	0
Olfr1298	0	0	0	0	0	0	0	0
Olfr1299	0	0	0	0	0	0	0	0
Olfr13	0	0	0	0	0	0	0	0
Olfr130	0	0	0	0	0	0	0	0
Olfr1300-ps1	0	0	0	0	0	0	0	0
Olfr1301	0	0	0	0	0	0	0	0
Olfr1302	0	0	0	0	0	0	0	0
Olfr1303	0	0	0	0	0	0	0	0
Olfr1305	0	0	0	0	0	0	0	0
Olfr1306	0	0	0	0	0	0	0	0
Olfr1307	0	0	0	0	0	0	0	0
Olfr1308	0	0	0	0	0	0	0	0
Olfr1309	0	0	0	0	0	0	0	0
Olfr131	0	0	0	0	0	0	0	0
Olfr1310	0	0	0	0	0	0	0	0
Olfr1311	0	0	0	0	0	0	0	0
Olfr1312	0	0	0	0	0	0	0	0
Olfr1313	0	0	0	0	0	0	0	0
Olfr1314	0	0	0	0	0	0	0	0
Olfr1316	0	0	0	0	0	0	0	0
Olfr1317	0	0	0	0	0	0	0	0
Olfr1318	0	0	0	0	1	0	0	0
Olfr132	0	0	0	0	0	0	0	0
Olfr1320	0	0	0	0	0	0	0	0
Olfr1321	0	0	0	0	0	0	0	0
Olfr1322	0	0	0	0	0	0	0	0
Olfr1323	0	0	0	0	0	0	0	0
Olfr1324	0	0	0	0	0	0	0	0
Olfr1325	0	0	0	0	0	0	0	0
Olfr1328	0	0	0	0	0	0	0	0
Olfr1329	0	0	0	0	0	0	0	0
Olfr133	0	0	0	0	0	0	0	0
Olfr1330	0	0	0	0	0	0	0	0
Olfr1331	0	0	0	0	0	0	0	0
Olfr1332-ps1	0	0	0	0	0	0	0	0
Olfr1333	0	0	0	0	0	0	0	0
Olfr1335	0	0	0	0	0	0	0	0
Olfr1336	0	0	0	0	0	0	0	0
Olfr1337	0	0	0	0	0	0	0	0
Olfr1338	0	0	0	0	0	0	0	0
Olfr1339	0	0	0	0	0	0	0	0
Olfr134	0	0	0	0	0	0	0	0
Olfr1340	0	0	0	0	0	0	0	0
Olfr1341	0	0	0	0	0	0	0	0
Olfr1342	0	0	0	0	0	8	0	3
Olfr1344	0	0	0	0	0	0	0	6
Olfr1346	0	0	0	0	0	0	0	0
Olfr1347	0	0	0	0	0	0	0	0
Olfr1348	0	0	0	0	0	0	0	0
Olfr1349	0	0	0	0	0	0	0	0
Olfr135	0	0	0	0	0	0	0	0
Olfr1350	0	0	0	0	0	0	0	0
Olfr1351	0	0	0	0	0	0	0	0
Olfr1352	0	0	0	0	0	0	0	0
Olfr1353	0	0	0	0	0	0	0	0
Olfr1354	0	0	0	0	0	0	0	0
Olfr1355	0	0	0	0	0	0	0	0
Olfr1356	0	0	0	0	0	0	0	0
Olfr1357	0	0	0	0	0	0	0	0
Olfr1358	0	0	0	0	0	0	0	0
Olfr1359	0	0	0	0	0	0	0	0
Olfr136	0	0	0	0	0	0	0	0
Olfr1360	0	0	0	0	0	0	0	0
Olfr1361	0	0	0	0	0	0	0	0
Olfr1362	0	0	0	0	0	0	0	0
Olfr1364	0	0	0	0	0	0	0	0
Olfr1366	0	1	0	0	0	0	0	0
Olfr1367	0	0	0	0	0	0	0	0
Olfr1368	0	0	0	0	0	0	0	0
Olfr137	0	0	0	0	0	0	0	0
Olfr1370	0	0	0	0	0	0	0	0
Olfr1371	0	0	0	0	0	0	0	0
Olfr1372-ps1	1	0	0	3	0	0	1	0
Olfr1373	0	0	0	0	0	0	0	0
Olfr1375	0	0	0	0	0	0	0	0
Olfr1376-ps1	0	0	0	0	0	0	0	0
Olfr1377	0	0	0	0	0	0	0	0
Olfr1378	0	0	0	0	0	0	0	0
Olfr138	0	0	0	0	0	0	0	0
Olfr1380	0	0	0	0	0	0	0	0
Olfr1381	0	0	0	0	0	0	0	0
Olfr1382	0	0	0	0	0	0	0	0
Olfr1383	0	0	0	0	0	0	0	0
Olfr1384	0	0	0	0	0	0	0	0
Olfr1385	0	0	0	0	0	0	0	0
Olfr1386	0	0	0	0	0	0	0	0
Olfr1387	0	0	0	0	0	0	0	0
Olfr1388	0	0	0	0	0	0	0	0
Olfr1389	0	0	0	0	0	0	0	0
Olfr139	0	0	0	0	0	0	0	0
Olfr1390	0	0	0	0	0	0	0	0
Olfr1391	0	0	0	0	0	0	0	0
Olfr1392	0	0	0	0	0	0	2	0
Olfr1393	0	2	0	0	0	0	0	3
Olfr1394	0	0	0	0	0	0	0	0
Olfr1395	0	0	0	0	0	0	0	0
Olfr1396	0	2	0	0	0	0	0	0
Olfr140	0	0	0	0	0	0	0	0
Olfr1402	0	0	0	0	0	0	0	0
Olfr1404	0	0	0	0	0	0	0	0
Olfr1406	0	0	0	0	0	0	0	0
Olfr1408	0	0	0	0	0	0	0	0
Olfr141	0	0	0	0	0	0	0	0
Olfr1410	0	0	0	0	0	0	0	0
Olfr1411	0	0	0	0	0	0	0	0
Olfr1412	0	0	0	0	0	0	0	0
Olfr1413	0	0	0	0	0	0	0	0
Olfr1414	0	0	0	0	0	0	0	0
Olfr1415	0	0	0	0	0	0	0	0
Olfr1416	0	0	0	0	0	0	0	0
Olfr1417	6	1	0	0	0	0	2	0
Olfr1418	0	0	0	0	0	0	0	0
Olfr1419	0	0	0	0	0	0	0	0
Olfr142	0	0	0	0	0	0	0	0
Olfr1420	0	0	0	0	0	0	0	0
Olfr1423	0	0	0	0	0	0	0	0
Olfr1424	0	0	0	0	0	0	0	0
Olfr1425	0	0	0	0	0	0	0	0
Olfr1426	0	0	0	0	0	0	0	0
Olfr1427	0	0	0	0	0	0	0	0
Olfr1428	0	0	0	0	0	0	0	0
Olfr143	0	0	0	0	0	0	0	0
Olfr1431	0	0	0	0	0	0	0	0
Olfr1432	0	0	0	0	0	0	0	0
Olfr1434	0	0	1	0	0	0	0	0
Olfr1436	0	0	0	0	0	0	0	0
Olfr1437	0	0	0	0	0	0	0	0
Olfr1440	0	0	0	0	0	0	0	0
Olfr1441	0	0	0	0	0	0	0	0
Olfr1442	0	0	0	0	0	0	0	0
